MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_MALE_MILITARY,PCT_WWII_VETERANS,RECENT_STAR_STATUS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,RECENCY_STATUS_96NK_A,RECENCY_STATUS_96NK_E,RECENCY_STATUS_96NK_F,RECENCY_STATUS_96NK_L,RECENCY_STATUS_96NK_N,RECENCY_STATUS_96NK_S,SES_1.0,SES_2.0,SES_3.0,SES_4.0
17,0.0,48,0,11,0,1,1,15.0,4,1,11966.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
53,33.0,90,59,4,0,3,1,5.33,6,2,16292.0,34,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
41,33.0,78,0,27,0,1,2,13.0,4,2,11682.0,23,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,78.0,97,0,33,0,2,1,13.33,6,1,47687.0,12,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
29,0.0,79,0,47,0,4,3,9.6,6,3,10421.0,13,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
41,0.0,81,0,33,0,3,3,7.4,6,3,11707.0,19,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
137,68.0,94,0,0,0,2,1,7.09,6,6,12311.0,110,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
113,0.0,66,0,22,3,1,1,6.8,5,7,14028.0,82,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
41,43.0,69,27,19,0,2,2,14.5,6,3,10379.0,26,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
77,0.0,68,0,63,12,1,1,12.17,11,5,18554.0,59,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
17,0.0,54,3,19,0,1,1,15.0,4,1,8580.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
41,63.0,0,0,0,0,3,1,7.67,7,2,10534.6848459617,29,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
113,47.0,69,0,40,1,2,3,11.07,6,9,17593.0,83,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17,0.0,58,2,21,0,1,1,15.0,2,1,13343.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
41,43.0,93,0,40,0,3,2,14.6,6,2,54642.0,17,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
113,77.0,92,0,59,1,2,3,9.85,6,11,34593.0,84,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
53,67.0,42,0,38,1,2,1,15.86,6,1,6792.0,32,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
113,46.0,79,0,32,0,1,0,12.0,4,3,13669.0,85,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
137,81.0,52,0,25,0,2,2,8.58,6,5,19587.0,109,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
101,0.0,87,1,14,0,1,1,11.88,3,5,22149.0,85,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
137,75.0,58,0,29,3,2,2,7.63,10,9,23862.0,112,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
89,37.0,70,0,38,0,1,2,11.58,5,8,20636.0,65,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
29,51.0,66,0,53,0,3,1,7.67,6,1,9358.0,6,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29,72.0,98,0,67,0,1,1,18.33,6,1,20082.0,15,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,65.0,79,0,63,0,4,3,5.14,6,3,10939.0,10,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
101,66.0,82,0,13,6,1,2,20.94,5,10,8360.0,67,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
125,0.0,80,6,41,0,1,1,7.83,6,9,15176.0,109,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
137,71.0,49,0,52,1,3,4,3.2,5,13,11361.0,111,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
101,57.0,64,0,31,1,2,2,7.75,4,8,10117.0,73,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,33.0,86,0,58,0,1,1,15.0,4,1,9763.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
41,50.0,96,0,36,0,3,3,9.4,4,4,17698.0,21,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
125,77.0,80,0,10,0,1,0,13.27,4,6,19352.0,103,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
137,84.0,15,0,33,0,4,3,6.91,6,7,8843.0,105,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,77.0,95,0,89,0,1,1,16.0,4,2,27770.0,21,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,40.0,49,0,39,0,1,1,15.0,3,1,17759.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
29,67.0,75,0,64,0,1,1,50.0,6,1,27608.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
137,75.0,68,0,17,1,3,4,7.57,4,21,10573.0,111,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
137,77.0,82,0,33,0,3,1,5.92,5,7,9715.0,108,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
113,0.0,77,0,0,4,1,7,7.84,9,23,16559.0,102,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
29,0.0,90,0,60,0,3,3,10.0,5,3,13727.0,14,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,71.0,94,2,47,1,4,8,9.94,6,12,17801.0,71,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,0.0,56,0,32,0,2,2,12.5,6,2,31003.0,25,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
41,38.0,75,0,26,0,1,0,10.0,4,1,15094.0,26,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,78.0,84,4,46,1,3,0,7.25,6,5,13761.0,71,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
29,0.0,68,0,35,0,1,1,12.0,4,1,9631.0,7,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
101,40.0,97,1,14,11,1,2,8.5,6,5,18956.0,89,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,42.0,71,0,34,0,1,0,62.5,6,3,19106.0,69,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
137,0.0,68,0,0,1,4,1,8.53,7,8,12653.0,126,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
137,73.0,70,0,32,0,1,0,9.86,4,6,8190.0,104,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
89,69.0,92,0,54,0,3,3,13.46,4,5,12909.0,62,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,0.0,93,0,34,0,1,2,11.5,5,4,23898.0,24,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
65,74.0,79,0,19,0,1,0,12.67,5,1,12182.0,37,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,0.0,66,0,30,0,1,0,10.25,6,1,11697.0,39,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
113,84.0,80,0,32,4,1,1,13.17,7,11,9720.0,95,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
41,0.0,84,2,33,0,4,5,5.0,6,6,19656.0,24,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
77,0.0,80,2,28,1,2,4,10.88,5,7,13661.0,57,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
89,51.0,83,2,35,12,1,2,13.78,5,12,7813.0,64,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
77,81.0,64,0,12,0,1,2,38.33,5,4,12922.0,58,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
65,67.0,51,0,14,0,1,0,13.0,6,0,16155.0,38,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
29,68.0,85,0,25,0,1,0,13.0,4,0,20915.0,9,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
89,70.0,83,0,48,1,3,2,8.67,6,7,17569.0,69,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
65,57.0,68,0,26,0,1,1,28.75,6,4,11707.0,45,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
113,84.0,83,1,19,0,1,1,15.43,6,4,21244.0,87,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
101,49.0,37,0,47,1,2,0,8.33,6,4,13405.0,74,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
137,0.0,94,0,0,0,1,0,10.55,4,5,29520.0,101,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,17.0,92,0,22,1,3,3,13.78,6,13,17034.0,112,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
29,44.0,81,0,27,0,1,0,20.0,3,0,14020.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
89,82.0,91,0,35,0,1,1,14.57,6,4,17547.0,58,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
137,81.0,84,0,62,7,3,2,6.54,4,5,10003.0,112,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
41,0.0,73,0,36,6,1,2,7.8,5,3,8496.0,29,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
89,62.0,77,0,26,4,1,2,7.31,5,11,13554.0,72,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,45.0,91,0,29,4,1,5,9.0,5,12,10394.0,64,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
125,49.0,0,0,19,0,1,0,18.18,6,8,13525.924896962295,99,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
113,69.0,79,0,34,1,3,4,8.07,6,19,14086.0,93,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
41,0.0,49,1,30,1,4,2,16.44,6,4,16809.0,28,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
125,75.0,97,0,31,1,3,1,6.15,5,12,24693.0,107,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
77,0.0,43,0,40,0,1,0,9.0,6,2,22186.0,49,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,0.0,86,0,43,0,1,1,20.0,4,1,11310.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
101,60.0,86,0,23,1,4,3,5.36,5,9,16418.0,77,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
65,66.0,61,0,39,0,1,1,14.8,6,3,15534.0,46,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,54.0,56,0,23,4,1,1,9.7,4,8,15614.0,112,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
137,50.0,73,0,19,1,3,1,5.48,6,11,12791.0,109,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
125,78.0,74,0,34,1,2,4,7.67,6,13,11047.0,98,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,67.0,85,0,27,0,1,0,13.0,4,0,12391.0,16,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
113,74.0,58,0,52,0,1,0,6.79,6,5,12389.0,89,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
89,53.0,93,0,27,0,1,2,18.75,6,4,15508.0,63,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
89,7.0,90,10,22,4,1,2,8.67,4,7,19036.0,64,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
29,0.0,21,12,35,0,1,1,25.0,4,1,14166.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
65,56.0,52,4,42,0,1,1,8.6,6,2,17357.0,36,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
137,84.0,80,0,37,11,1,4,13.57,6,12,11086.0,109,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
17,56.0,79,0,63,0,1,1,20.0,3,1,10939.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
41,67.0,69,0,15,0,4,4,8.63,6,5,16877.0,28,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
41,0.0,86,0,10,1,3,5,9.4,6,6,14540.0,22,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17,37.0,77,0,23,0,1,1,20.0,4,1,9291.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
137,73.0,36,7,30,1,4,2,3.85,6,20,12909.0,110,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
77,70.0,67,2,52,0,2,1,9.67,6,5,8899.0,59,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
29,63.0,75,0,51,0,1,0,15.0,3,0,18540.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
137,59.0,74,0,40,0,1,1,10.62,4,7,11148.0,105,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
77,34.0,90,0,38,5,1,2,10.3,6,6,7514.0,55,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
89,86.0,10,0,40,0,1,0,48.36,7,1,25751.0,62,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,0.0,76,2,38,0,2,2,21.67,6,2,9592.0,10,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
101,67.0,70,0,0,0,2,2,17.29,6,5,12595.0,72,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
17,75.0,86,1,37,0,2,1,13.0,4,1,11439.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
53,49.0,60,2,25,0,1,1,30.75,6,3,14011.0,28,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
137,58.0,98,0,36,1,4,4,4.5,6,11,19728.0,107,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
17,46.0,50,0,48,0,1,1,15.0,4,1,12182.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
29,38.0,98,0,14,0,3,2,8.33,6,2,14608.0,7,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29,48.0,85,0,36,0,1,1,10.0,6,1,8103.0,11,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,50.0,83,0,64,1,4,4,8.44,6,5,27636.0,24,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
137,61.0,80,0,17,0,3,3,4.93,6,8,19330.0,97,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
89,38.0,87,0,16,0,2,1,11.0,5,2,9939.0,67,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
17,0.0,80,1,31,0,2,1,15.0,6,1,8260.0,4,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
137,0.0,80,0,27,1,3,0,5.1,5,10,10621.0,109,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
65,0.0,77,1,8,1,2,2,11.14,2,6,21039.0,40,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
89,73.0,66,12,18,0,1,1,12.14,3,5,11307.0,62,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,61.0,74,0,40,0,1,2,12.5,4,2,9484.0,12,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,0.0,97,0,17,0,4,3,5.33,6,3,17432.0,13,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
77,34.0,57,0,28,0,1,0,9.38,4,1,10298.0,49,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
113,0.0,14,0,0,0,3,2,8.78,4,3,4648.0,87,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
113,60.0,94,0,31,0,2,3,14.54,4,9,20207.0,83,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
41,0.0,0,0,32,0,1,1,15.0,6,1,9043.546583850932,23,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
137,77.0,46,1,47,4,1,2,11.35,4,21,6730.0,104,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
89,75.0,66,3,31,0,4,4,24.12,11,9,16611.0,73,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
137,46.0,65,0,37,0,1,0,12.56,3,3,16131.0,90,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,0.0,72,0,32,0,1,1,10.0,4,1,9593.0,15,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,53.0,66,0,37,0,1,2,13.71,6,5,13400.0,36,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
65,65.0,77,3,25,0,1,0,11.5,3,1,11028.0,38,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
137,62.0,83,0,45,0,2,2,6.89,5,14,20038.0,107,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
29,75.0,36,0,65,0,1,1,10.0,4,1,9629.0,15,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
101,48.0,74,0,19,0,1,1,25.8,6,3,16035.0,71,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
17,0.0,79,0,55,0,1,1,15.0,3,1,17022.0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
77,56.0,90,0,43,0,2,1,8.4,6,4,15644.0,57,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
41,69.0,27,2,14,0,3,0,5.6,6,0,14970.0,20,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
29,69.0,92,0,44,0,1,3,13.33,5,3,16702.0,15,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
77,53.0,72,0,40,1,3,5,7.76,6,8,13256.0,50,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
17,63.0,30,2,42,0,1,2,13.67,9,2,14236.0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,55.0,10,0,0,0,1,1,10.0,4,1,9609.0,7,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
89,48.0,87,0,31,0,2,2,9.25,6,6,13601.0,63,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
41,50.0,71,3,0,0,2,2,17.5,5,3,6733.0,23,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
77,0.0,35,0,34,0,1,0,16.0,6,4,7554.0,49,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
101,79.0,63,0,22,1,3,3,16.07,6,9,14867.0,79,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,48.0,21,0,6,0,1,0,18.0,2,0,13093.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
89,0.0,92,0,17,0,2,1,10.22,6,3,13264.0,64,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
101,0.0,89,2,31,1,2,2,16.45,5,8,10275.0,75,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
113,78.0,7,0,20,0,1,1,7.88,2,5,7569.0,79,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
29,0.0,94,0,18,0,3,1,12.0,6,1,12925.0,13,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
65,0.0,86,0,35,1,3,3,11.21,6,6,22011.0,47,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
17,43.0,83,0,36,0,1,1,50.0,5,1,14048.0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
17,53.0,90,0,43,0,1,0,25.0,5,0,24154.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
101,0.0,84,0,38,0,4,1,4.75,6,3,12584.0,76,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
137,77.0,86,0,64,3,1,2,8.08,4,11,55465.0,109,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
113,0.0,77,0,30,0,1,0,10.67,5,6,12484.0,87,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
137,81.0,23,0,31,1,4,4,8.85,6,12,21007.0,110,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
29,0.0,70,0,58,0,3,3,10.0,6,4,15828.0,11,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
77,59.0,87,0,19,0,1,1,8.67,6,4,10860.0,49,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
113,62.0,89,0,36,0,1,1,9.0,6,5,13372.0,86,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
113,79.0,95,1,35,0,1,1,14.83,4,9,88894.0,95,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
77,63.0,83,0,26,0,3,2,4.12,5,6,13904.0,59,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
113,0.0,31,0,22,1,2,4,7.07,6,12,14773.0,87,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
77,84.0,47,0,29,1,2,3,9.44,6,7,11996.0,50,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
89,77.0,71,0,23,0,1,1,19.86,6,4,26107.0,70,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
29,0.0,60,0,7,0,2,2,13.33,6,2,8560.0,9,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
