MONTHS_SINCE_ORIGIN,DONOR_AGE,PCT_OWNER_OCCUPIED,PCT_WWII_VETERANS,FREQUENCY_STATUS_97NK,RECENT_CARD_RESPONSE_COUNT,LIFETIME_AVG_GIFT_AMT,CARD_PROM_12,FILE_CARD_GIFT,PER_CAPTITA_INCOME,MONTHS_BTW_GIFT,IN_HOUSE_0,IN_HOUSE_1,URBANICITY_?,URBANICITY_C,URBANICITY_R,URBANICITY_S,URBANICITY_T,URBANICITY_U,HOME_OWNER_H,HOME_OWNER_U,DONOR_GENDER_F,DONOR_GENDER_M,DONOR_GENDER_U,PEP_STAR_0,PEP_STAR_1,SES_1.0,SES_2.0,SES_3.0,SES_4.0
17,0.0,72,39,1,0,15.0,4,0,12808.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
89,0.0,23,30,2,1,12.41,6,5,9127.0,72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
29,78.0,0,0,2,2,20.0,6,2,1972.0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
29,0.0,65,42,2,1,15.0,6,1,39528.0,6,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
17,61.0,64,40,1,1,20.0,4,1,14671.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
41,0.0,85,57,3,6,9.08,6,7,14925.0,23,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
17,73.0,82,58,3,2,6.67,6,2,18792.0,5,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
29,55.0,97,40,3,2,8.6,5,2,26626.0,14,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
29,31.0,95,54,1,2,15.0,4,2,19877.0,8,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
77,61.0,79,28,1,1,13.5,4,3,12213.0,55,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
101,73.0,10,32,1,2,7.21,5,9,14727.0,77,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,79.0,80,65,2,3,16.6,6,3,7590.0,15,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
101,79.0,88,34,2,1,7.08,6,6,24328.0,77,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
137,58.0,89,52,4,3,12.21,6,13,25287.0,107,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
77,38.0,81,36,4,0,5.94,6,4,11847.0,52,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
41,0.0,84,30,4,3,7.22,6,4,11099.0,26,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
77,31.0,83,39,4,6,11.87,6,11,11685.0,58,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
65,54.0,56,17,2,2,9.5,6,6,9125.0,36,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
89,0.0,71,35,4,3,4.43,6,6,11412.0,61,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
77,0.0,81,38,2,1,12.7,6,4,11783.0,61,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
113,71.0,75,27,2,0,5.93,6,6,11159.0,95,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
41,45.0,76,29,4,6,5.71,6,7,19798.0,24,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
29,40.0,86,47,2,2,11.33,6,2,31736.0,16,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
137,52.0,74,42,1,0,15.67,6,5,22899.0,110,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
137,63.0,76,33,2,2,9.81,6,7,14518.0,108,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
101,0.0,54,46,3,3,4.21,5,8,11657.0,75,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,0.0,55,0,3,1,5.67,6,8,10736.0,107,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
137,0.0,71,26,1,2,9.73,6,9,19895.0,99,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
89,50.0,64,47,2,0,14.5,6,3,13385.0,61,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
65,37.0,76,32,1,0,15.0,5,1,9564.0,37,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
17,51.0,77,25,1,1,20.0,3,1,11174.0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
89,17.0,59,45,3,3,8.1,4,5,23961.0,73,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
89,0.0,79,54,2,1,7.38,11,4,17008.0,74,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
113,44.0,95,22,3,0,8.73,6,4,27959.0,86,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
41,39.0,90,22,1,0,22.0,6,1,22518.0,26,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
89,53.0,89,47,1,3,7.3,4,8,15304.0,64,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
89,87.0,74,47,1,0,21.17,6,2,17020.0,68,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
29,0.0,91,27,1,2,27.5,6,2,78131.0,7,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
29,73.0,57,14,2,3,32.6,6,3,19014.0,13,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
77,63.0,55,25,3,0,10.67,6,2,5649.0,47,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
41,0.0,45,54,1,5,10.63,6,6,11978.0,21,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,0.0,0,9,1,1,25.0,5,1,12959.5,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
77,73.0,88,53,4,4,6.2,6,7,19898.0,49,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
17,72.0,59,19,1,0,20.0,3,0,12635.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
125,83.0,79,35,2,0,29.5,6,6,9513.0,113,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
113,59.0,85,35,1,0,13.82,4,6,9795.0,95,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
29,81.0,85,69,2,2,12.5,6,2,15099.0,7,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
113,48.0,84,29,1,1,11.78,5,8,12320.0,96,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,53.0,91,14,1,3,11.75,6,4,16951.0,28,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
113,56.0,84,27,2,1,10.1,8,7,11781.0,99,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
77,0.0,97,33,3,6,12.64,5,9,55120.0,47,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
137,0.0,95,23,3,3,8.91,2,11,20368.0,96,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
89,0.0,68,20,2,2,13.07,6,5,15977.0,63,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
29,45.0,79,24,3,3,11.5,6,3,13790.0,12,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
53,58.0,84,39,1,1,14.0,6,2,15325.0,31,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
89,68.0,74,40,1,2,13.0,4,7,19978.0,72,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
137,17.0,72,47,1,1,7.21,4,13,24985.0,113,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
77,52.0,96,31,4,3,8.3,6,9,17937.0,48,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
29,0.0,83,39,4,1,9.0,7,1,16426.0,16,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
77,76.0,77,41,4,3,13.62,6,7,38854.0,50,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
17,0.0,30,48,1,1,20.0,4,1,13659.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
89,57.0,85,38,3,6,7.07,5,13,18658.0,60,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
17,59.0,9,21,1,1,23.0,5,1,21061.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
137,79.0,88,33,4,6,10.11,6,13,7677.0,110,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
137,0.0,90,24,3,3,26.03,6,13,47824.0,114,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
137,79.0,76,42,3,1,5.91,4,5,12453.0,111,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
101,81.0,76,55,4,3,8.43,6,8,12121.0,76,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
29,49.0,82,21,4,5,5.27,6,5,12869.0,17,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
137,44.0,75,99,2,1,12.33,3,10,8075.0,112,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
41,0.0,72,30,1,1,15.0,6,2,12253.0,35,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
41,0.0,71,38,4,5,10.18,6,6,11036.0,22,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
65,17.0,94,96,1,1,7.6,6,3,20233.0,36,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
41,0.0,61,27,1,2,17.5,4,2,10164.0,15,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
29,53.0,74,14,2,2,12.5,6,2,17484.0,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
101,67.0,59,48,2,3,10.9,6,7,10272.0,77,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
101,0.0,74,32,3,2,15.54,2,5,30289.0,77,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
29,67.0,87,23,3,2,15.0,6,2,28668.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
29,0.0,79,36,1,2,18.33,6,2,25686.0,7,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
137,0.0,61,38,1,1,14.94,4,13,11806.0,111,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
17,37.0,96,28,1,1,50.0,5,1,48133.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
65,51.0,74,49,3,2,15.44,6,6,10473.0,48,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,64.0,70,36,2,1,22.0,6,8,8294.0,87,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
17,0.0,36,50,1,0,15.0,2,0,5192.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
17,0.0,0,0,2,1,13.0,5,1,10115.0,5,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
113,43.0,89,41,2,2,7.88,6,5,9906.0,94,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
77,38.0,78,56,1,0,12.25,4,2,13392.0,46,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
89,0.0,64,0,1,2,7.67,5,5,9970.0,65,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
89,45.0,90,33,2,2,21.78,6,9,35648.0,63,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
17,38.0,74,24,1,1,25.0,5,1,20314.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
17,0.0,22,22,1,1,20.0,4,1,8857.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
77,66.0,68,49,1,2,19.0,6,3,18904.0,54,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
77,57.0,70,46,1,0,6.25,6,4,10884.0,47,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
89,58.0,46,10,1,1,12.57,4,5,21758.0,67,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
137,71.0,83,37,3,1,4.83,4,14,17262.0,99,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
17,65.0,68,0,1,1,15.0,2,1,13393.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
29,70.0,77,34,2,2,15.67,6,2,20119.0,10,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
89,59.0,86,19,1,0,8.75,5,4,22282.0,68,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
17,63.0,77,48,1,1,20.0,5,1,9887.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
137,77.0,83,32,3,5,5.55,6,16,14902.0,103,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
53,35.0,86,42,2,4,9.36,5,7,17146.0,28,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
77,63.0,56,53,2,1,15.56,6,5,10232.0,58,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
65,35.0,39,12,2,1,12.86,6,2,14849.0,45,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
41,0.0,73,47,4,2,8.33,2,5,23089.0,22,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
113,0.0,29,57,3,3,17.09,6,7,19336.0,90,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
17,0.0,89,39,2,0,10.0,5,0,12695.0,5,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
41,0.0,89,35,3,2,9.5,6,2,8623.0,18,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
137,78.0,77,0,3,5,8.42,6,15,17103.0,103,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
137,51.0,81,42,1,1,5.0,4,11,10452.0,107,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
65,37.0,97,15,1,2,18.33,6,3,26102.0,41,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
101,0.0,77,25,1,0,7.08,2,8,14484.0,85,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
29,0.0,68,14,1,0,20.0,3,0,16642.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
89,58.0,92,57,2,1,15.0,6,3,13510.0,60,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
41,43.0,51,53,4,7,9.21,6,9,8352.0,29,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
113,42.0,83,22,3,5,5.07,5,11,16029.0,92,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
29,0.0,86,27,3,3,10.0,6,3,12233.0,7,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
41,53.0,86,34,3,4,6.29,4,5,19757.0,29,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
41,70.0,39,49,3,2,7.57,6,3,18017.0,23,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
137,0.0,45,67,2,0,5.75,6,8,17458.0,112,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
137,57.0,71,38,1,0,6.94,4,8,11902.0,98,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
137,0.0,69,39,1,0,8.79,3,11,10977.0,108,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
137,73.0,91,74,2,0,4.86,4,11,14475.0,111,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
101,79.0,95,26,3,5,5.52,9,13,29233.0,86,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
65,45.0,93,0,2,1,19.82,7,2,16905.0,60,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
77,71.0,84,65,1,1,24.14,6,3,30680.0,45,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
113,44.0,92,23,3,2,3.35,5,13,13516.0,88,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
113,67.0,61,25,1,2,9.33,6,10,9175.0,78,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
137,80.0,87,57,4,2,20.55,6,17,19128.0,102,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
137,52.0,74,54,1,0,12.0,6,4,4858.0,103,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
53,71.0,86,48,1,0,12.0,6,2,15315.0,33,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
113,76.0,88,47,1,1,10.27,6,4,33442.0,89,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
137,55.0,91,5,2,2,16.33,6,7,17515.0,98,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
89,74.0,93,73,1,1,12.89,6,6,26529.0,63,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0
89,59.0,65,32,1,2,8.22,6,5,9448.0,64,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
17,0.0,46,65,1,1,20.0,4,1,15809.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
137,87.0,51,37,3,0,3.09,4,11,7571.0,122,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
101,0.0,49,32,4,4,15.77,6,12,21761.0,75,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
137,41.0,84,15,1,0,9.8,4,5,13969.0,107,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
65,0.0,0,0,4,4,20.26,13,9,7718.0,68,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
137,85.0,44,28,2,0,6.07,3,7,16059.0,107,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,51.0,86,61,1,0,10.33,4,1,19430.0,22,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
29,47.0,83,30,2,1,15.0,6,1,14934.0,11,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
77,0.0,64,36,2,0,11.25,4,2,11464.0,51,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
113,50.0,90,34,4,5,5.25,6,12,29612.0,86,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
17,75.0,38,34,1,0,20.0,4,0,30052.0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
41,0.0,81,31,2,1,14.67,6,2,12568.0,23,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
89,78.0,51,28,1,0,10.6,4,2,13146.0,58,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,52.0,84,51,3,2,10.4,6,2,6724.0,14,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
17,37.0,65,44,1,0,15.0,5,0,12145.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
29,0.0,67,38,4,0,16.8,6,0,7176.0,14,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
101,73.0,85,31,4,5,5.33,6,9,23545.0,56,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
89,0.0,55,30,2,3,9.52,7,10,23142.0,74,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
41,46.0,85,13,4,6,3.62,6,7,11175.0,23,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
65,51.0,22,26,1,2,8.1,8,11,34275.0,47,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
29,75.0,73,69,2,2,18.33,3,2,11330.0,16,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
89,61.0,89,14,2,2,27.4,6,6,21824.0,71,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
65,0.0,72,31,1,2,14.33,6,3,15653.0,40,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
29,69.0,65,62,2,0,12.0,5,0,32044.0,17,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
113,26.0,3,32,2,1,12.65,11,8,8686.0,96,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
41,60.0,69,66,3,0,8.0,6,1,27245.0,23,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
137,64.0,75,36,3,4,8.0,4,8,8227.0,114,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
29,73.0,23,58,3,3,7.17,6,3,17700.0,13,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
113,0.0,71,32,1,0,11.0,4,2,10311.0,89,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
77,56.0,78,39,1,0,9.33,4,2,13852.0,42,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
137,82.0,84,20,1,2,5.83,5,17,22109.0,103,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
77,44.0,76,43,1,0,10.4,5,1,11257.0,43,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
101,0.0,61,34,3,2,12.0,6,6,9339.0,73,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
101,76.0,84,33,1,1,11.0,4,5,15657.0,67,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
29,66.0,90,24,1,1,20.0,3,1,12338.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
29,80.0,67,28,1,2,15.0,4,2,4695.0,6,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
41,46.0,90,18,4,5,4.64,6,6,13264.0,26,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
137,74.0,0,46,2,1,12.33,4,12,12959.5,105,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
29,35.0,26,50,3,1,7.25,6,1,22392.0,12,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
125,55.0,83,12,1,0,14.21,5,8,13466.0,98,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
29,65.0,92,22,1,0,27.5,6,0,50165.0,13,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
65,39.0,63,41,1,1,9.0,6,2,8807.0,43,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
17,51.0,80,27,1,0,15.0,3,0,6582.0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
77,57.0,49,10,1,0,18.33,4,1,8334.0,36,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
29,0.0,92,49,3,3,8.0,6,3,16293.0,16,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
41,0.0,33,45,3,2,10.86,2,4,12370.0,26,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
29,0.0,70,12,1,2,12.5,4,2,18220.0,14,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
29,79.0,30,52,3,2,11.0,6,2,6118.0,11,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
89,47.0,0,47,1,0,13.06,6,6,14891.0,63,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
137,0.0,0,56,3,5,5.44,6,20,20598.5,104,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
101,0.0,84,38,3,5,5.92,5,14,13339.0,82,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
53,0.0,67,42,1,1,6.38,5,4,23165.0,27,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
89,77.0,91,28,1,0,11.09,2,5,16257.0,74,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
77,77.0,50,40,1,1,11.75,6,5,8341.0,56,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
137,77.0,67,27,2,4,16.87,5,26,11759.0,109,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
41,49.0,91,19,3,1,7.5,6,2,18925.0,25,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
77,0.0,88,30,4,3,5.92,6,6,10932.0,52,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
137,41.0,91,35,2,1,8.29,6,12,11397.0,105,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
41,70.0,24,24,2,1,13.83,6,2,14214.0,21,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
113,50.0,84,0,1,4,7.47,6,10,15491.0,84,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
137,70.0,78,30,1,4,8.64,6,11,7770.0,86,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
89,55.0,70,37,4,3,9.5,6,6,30479.0,63,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
65,0.0,56,15,3,4,8.23,6,7,17015.0,38,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
53,32.0,82,35,4,8,9.48,6,13,7083.0,33,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
137,70.0,38,9,3,2,7.62,6,12,8445.0,113,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
137,81.0,53,46,4,5,3.94,4,19,14811.0,113,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
17,0.0,81,0,1,1,15.0,4,1,9717.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
101,56.0,90,24,1,1,20.13,6,3,54640.0,67,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
29,69.0,65,48,1,0,20.0,3,0,8173.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
77,62.0,63,0,3,5,5.62,6,8,10462.0,59,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
